source_thunder_link,source_name,name
"""thunder://QUFmdHA6Ly8xOjFAZDcuZGwxMjM0LmNvbTo4MDA2LyVFNSU4RCU4MyVFNCVCOCU4RSVFNSU4RCU4MyVFNSVBRiVCQkJEJUU1JTlCJUJEJUU2JTk3JUE1JUU1JThGJThDJUU4JUFGJUFEJUU0JUI4JUFEJUU1JUFEJTk3WyVFNyU5NCVCNSVFNSVCRCVCMSVFNSVBNCVBOSVFNSVBMCU4Mnd3dy5keTIwMTguY29tXS5ta3ZaWg==""",ftp://1:1@d7.dl1234.com:8006/千与千寻BD国日双语中字[电影天堂www.dy2018.com].mkv,千与千寻
"""thunder://QUFmdHA6Ly9xOnFAZHguZGwxMjM0LmNvbTo4MDA2L1slRTclOTQlQjUlRTUlQkQlQjElRTUlQTQlQTklRTUlQTAlODJ3d3cuZHkyMDE4LmNvbV0lRTglQkUlOUIlRTUlQkUlQjclRTUlOEIlOTIlRTclOUElODQlRTUlOTAlOEQlRTUlOEQlOTVCRCVFNCVCOCVBRCVFOCU4QiVCMSVFNSU4RiU4QyVFNSVBRCU5Ny5ybXZiWlo=""",ftp://q:q@dx.dl1234.com:8006/[电影天堂www.dy2018.com]辛德勒的名单BD中英双字.rmvb,辛德勒的名单
"""thunder://QUFmdHA6Ly9xOnFAZHguZGwxMjM0LmNvbTo4MDA2L1slRTclOTQlQjUlRTUlQkQlQjElRTUlQTQlQTklRTUlQTAlODJ3d3cuZHkyMDE4LmNvbV0lRTglQkUlOUIlRTUlQkUlQjclRTUlOEIlOTIlRTclOUElODQlRTUlOTAlOEQlRTUlOEQlOTVCRCVFNCVCOCVBRCVFOCU4QiVCMSVFNSU4RiU4QyVFNSVBRCU5Ny5ybXZiWlo=""",ftp://q:q@dx.dl1234.com:8006/[电影天堂www.dy2018.com]辛德勒的名单BD中英双字.rmvb,辛德勒的名单
"""thunder://QUFmdHA6Ly9oOmhAZHouZGwxMjM0LmNvbTo3MjE2LyVFNiVCNSVCNyVFNCVCOCU4QSVFOSU5MiVBMiVFNyU5MCVCNCVFNSVCOCU4OEJEJUU0JUI4JUFEJUU4JThCJUIxJUU1JThGJThDJUU1JUFEJTk3JUU1JThBJUEwJUU5JTk1JUJGJUU3JTg5JTg4WyVFNyU5NCVCNSVFNSVCRCVCMSVFNSVBNCVBOSVFNSVBMCU4Mnd3dy5keTIwMTguY29tXS5ta3ZaWg==""",ftp://h:h@dz.dl1234.com:7216/海上钢琴师BD中英双字加长版[电影天堂www.dy2018.com].mkv,海上钢琴师
"""thunder://QUFmdHA6Ly9keWdvZDE6ZHlnb2QxQGQxMjIuZHlnb2QuY246MjA0OS8lRTglQkYlOTklRTQlQjglQUElRTYlOUQlODAlRTYlODklOEIlRTQlQjglOEQlRTUlQTQlQUElRTUlODYlQjcuWyVFNCVCOCVBRCVFOCU4QiVCMSVFNSU4RiU4QyVFNSVBRCU5Ny4xMDI0JUU1JTg4JTg2JUU4JUJFJUE4JUU3JThFJTg3XS9bJUU3JTk0JUI1JUU1JUJEJUIxJUU1JUE0JUE5JUU1JUEwJTgyd3d3LmR5Z29kLm5ldF0uJUU4JUJGJTk5JUU0JUI4JUFBJUU2JTlEJTgwJUU2JTg5JThCJUU0JUI4JThEJUU1JUE0JUFBJUU1JTg2JUI3LnJtdmJaWg==""",ftp://dygod1:dygod1@d122.dygod.cn:2049/这个杀手不太冷.[中英双字.1024分辨率]/[电影天堂www.dygod.net].这个杀手不太冷.rmvb,这个杀手不太冷
"""thunder://QUFmdHA6Ly9keWdvZDE6ZHlnb2QxQGQwNzIuZHlnb2Qub3JnOjY1NzcvJUU1JUJGJUEwJUU3JThBJUFDJUU1JTg1JUFCJUU1JTg1JUFDJUU3JTlBJTg0JUU2JTk1JTg1JUU0JUJBJThCLlslRTQlQjglQUQlRTglOEIlQjElRTUlOEYlOEMlRTUlQUQlOTcuMTAyNCVFNSU4OCU4NiVFOCVCRSVBOCVFNyU4RSU4N10vWyVFNyU5NCVCNSVFNSVCRCVCMSVFNSVBNCVBOSVFNSVBMCU4Mnd3dy5keWdvZC5vcmddJUU1JUJGJUEwJUU3JThBJUFDJUU1JTg1JUFCJUU1JTg1JUFDJUU3JTlBJTg0JUU2JTk1JTg1JUU0JUJBJThCQkQlRTQlQjglQUQlRTglOEIlQjElRTUlOEYlOEMlRTUlQUQlOTcucm12Ylpa""",ftp://dygod1:dygod1@d072.dygod.org:6577/忠犬八公的故事.[中英双字.1024分辨率]/[电影天堂www.dygod.org]忠犬八公的故事BD中英双字.rmvb,忠犬八公的故事
"""thunder://QUFodHRwOi8vMTIyLjIyNS4xMDAuMTg0OjMwMDMvJUU5JTlDJUI4JUU3JThFJThCJUU1JTg4JUFCJUU1JUE3JUFDJUU0JUI4JUFEJUU2JTk2JTg3JUU3JTg5JTg4LmV4ZVpa""",http://122.225.100.184:3003/霸王别姬中文版.exe,霸王别姬
"""thunder://QUFmdHA6Ly9keWdvZDI6ZHlnb2QyQGQzMTcuZHlnb2Qub3JnOjUwMTEvJUU5JTlDJUI4JUU3JThFJThCJUU1JTg4JUFCJUU1JUE3JUFDLlslRTUlOUIlQkQlRTglQUYlQUQlRTQlQjglQUQlRTUlQUQlOTcuMTAyNCVFNSU4OCU4NiVFOCVCRSVBOCVFNyU4RSU4N10vWyVFNyU5NCVCNSVFNSVCRCVCMSVFNSVBNCVBOSVFNSVBMCU4Mi13d3cuZHkyMDE4Lm5ldF0lRTklOUMlQjglRTclOEUlOEIlRTUlODglQUIlRTUlQTclQUNCRCVFNSU5QiVCRCVFOCVBRiVBRCVFNCVCOCVBRCVFNSVBRCU5Ny5ybXZiWlo=""",ftp://dygod2:dygod2@d317.dygod.org:5011/霸王别姬.[国语中字.1024分辨率]/[电影天堂-www.dy2018.net]霸王别姬BD国语中字.rmvb,霸王别姬
"""thunder://QUFmdHA6Ly9keWdvZDE6ZHlnb2QxQGQwNzAuZHlnb2Qub3JnOjUwMzEvJUU1JUJGJUEwJUU3JThBJUFDJUU1JTg1JUFCJUU1JTg1JUFDJUU3JTlBJTg0JUU2JTk1JTg1JUU0JUJBJThCRFZEJUU0JUI4JUFEJUU4JThCJUIxJUU1JThGJThDJUU1JUFEJTk3L1slRTclOTQlQjUlRTUlQkQlQjElRTUlQTQlQTklRTUlQTAlODJ3d3cuZHlnb2Qub3JnXSVFNSVCRiVBMCVFNyU4QSVBQyVFNSU4NSVBQiVFNSU4NSVBQyVFNyU5QSU4NCVFNiU5NSU4NSVFNCVCQSU4QkRWRCVFNCVCOCVBRCVFOCU4QiVCMSVFNSU4RiU4QyVFNSVBRCU5Ny5ybXZiWlo=""",ftp://dygod1:dygod1@d070.dygod.org:5031/忠犬八公的故事DVD中英双字/[电影天堂www.dygod.org]忠犬八公的故事DVD中英双字.rmvb,忠犬八公的故事
"""thunder://QUFmdHA6Ly9keWdvZDI6ZHlnb2QyQGQyNzkuZHlnb2Qub3JnOjIwMTIvJUU3JTlCJTk3JUU2JUEyJUE2JUU3JUE5JUJBJUU5JTk3JUI0LlszZ3ArbXA0LiVFNiVCOCU4NSVFNiU5OSVCMCVFNSVBNCVBNyVFNSVBRCU5NyVFNSVCOSU5NV0vWyVFNyU5NCVCNSVFNSVCRCVCMSVFNSVBNCVBOSVFNSVBMCU4Mnd3dy5keTIwMTgubmV0XSVFNyU5QiU5NyVFNiVBMiVBNiVFNyVBOSVCQSVFOSU5NyVCNC1jZDEuM2dwWlo=""",ftp://dygod2:dygod2@d279.dygod.org:2012/盗梦空间.[3gp+mp4.清晰大字幕]/[电影天堂www.dy2018.net]盗梦空间-cd1.3gp,盗梦空间
"""thunder://QUFmdHA6Ly9keWdvZDE6ZHlnb2QxQGQwNTIuZHlnb2Qub3JnOjIwNjMvJUU3JTlCJTk3JUU2JUEyJUE2JUU3JUE5JUJBJUU5JTk3JUI0LlslRTQlQjglQUQlRTglOEIlQjElRTUlOEYlOEMlRTUlQUQlOTcuMTAyNCVFNSU4OCU4NiVFOCVCRSVBOCVFNyU4RSU4N10vWyVFNyU5NCVCNSVFNSVCRCVCMSVFNSVBNCVBOSVFNSVBMCU4Mnd3dy5keTIwMTguY29tXSVFNyU5QiU5NyVFNiVBMiVBNiVFNyVBOSVCQSVFOSU5NyVCNEJEJUU0JUI4JUFEJUU4JThCJUIxJUU1JThGJThDJUU1JUFEJTk3LnJtdmJaWg==""",ftp://dygod1:dygod1@d052.dygod.org:2063/盗梦空间.[中英双字.1024分辨率]/[电影天堂www.dy2018.com]盗梦空间BD中英双字.rmvb,盗梦空间
"""thunder://QUFmdHA6Ly9keWdvZDE6ZHlnb2QxQGQwNTguZHlnb2Qub3JnOjEwMDYvJUU0JUI4JTg5JUU0JUI4JUFBJUU3JTk5JUJEJUU3JTk3JUI0RFZEL1slRTclOTQlQjUlRTUlQkQlQjElRTUlQTQlQTklRTUlQTAlODJ3d3cuZHkyMDE4Lm5ldF0lRTQlQjglODklRTQlQjglQUElRTclOTklQkQlRTclOTclQjREVkQlRTQlQjglQUQlRTUlQUQlOTctY2QxLnJtdmJaWg==""",ftp://dygod1:dygod1@d058.dygod.org:1006/三个白痴DVD/[电影天堂www.dy2018.net]三个白痴DVD中字-cd1.rmvb,三傻大闹宝莱坞
"""thunder://QUFmdHA6Ly9lOmVAZHguZGwxMjM0LmNvbTo4Nzc3LyVFNiU5NCVCRSVFNyU4OSU5QiVFNyU4RiVBRCVFNyU5QSU4NCVFNiU5OCVBNSVFNSVBNCVBOUJEJUU2JUIzJTk1JUU4JUFGJUFEJUU0JUI4JUFEJUU1JUFEJTk3WyVFNyU5NCVCNSVFNSVCRCVCMSVFNSVBNCVBOSVFNSVBMCU4Mnd3dy5keTIwMTguY29tXS5tcDRaWg==""",ftp://e:e@dx.dl1234.com:8777/放牛班的春天BD法语中字[电影天堂www.dy2018.com].mp4,放牛班的春天
"""thunder://QUFmdHA6Ly81OjVAZHguZGwxMjM0LmNvbTo4MDA2LyVFOCU4MiU5NiVFNyU5NCVCMyVFNSU4NSU4QiVFNyU5QSU4NCVFNiU5NSU5MSVFOCVCNSU4RUJEJUU1JThGJThDJUU4JUFGJUFEJUU1JThGJThDJUU1JUFEJTk3JUU0JUJGJUFFJUU1JUE0JThEJUU3JTg5JTg4WyVFNyU5NCVCNSVFNSVCRCVCMSVFNSVBNCVBOSVFNSVBMCU4Mnd3dy5keTIwMTguY29tXS5ta3ZaWg==""",ftp://5:5@dx.dl1234.com:8006/肖申克的救赎BD双语双字修复版[电影天堂www.dy2018.com].mkv,肖申克的救赎
"""thunder://QUFmdHA6Ly90OnRAZHouZGwxMjM0LmNvbTo4MDA2LyVFNiVCMyVCMCVFNSU5RCVBNiVFNSVCMCVCQyVFNSU4NSU4QiVFNSU4RiVCN0JEJUU1JTlCJUJEJUU3JUIyJUE0JUU4JThCJUIxMyVFOCVBRiVBRCVFNSU4RiU4QyVFNSVBRCU5NyVFNSU4NSVCOCVFOCU5NyU4RiVFNyU4OSU4OFslRTclOTQlQjUlRTUlQkQlQjElRTUlQTQlQTklRTUlQTAlODJ3d3cuZHkyMDE4LmNvbV0ubWt2Wlo=""",ftp://t:t@dz.dl1234.com:8006/泰坦尼克号BD国粤英3语双字典藏版[电影天堂www.dy2018.com].mkv,泰坦尼克号
"""thunder://QUFmdHA6Ly9keWdvZDE6ZHlnb2QxQGQwODAuZHlnb2Qub3JnOjEwMDYvJUU1JTgxJTg3JUU1JUE2JTgyJUU3JTg4JUIxJUU2JTlDJTg5JUU1JUE0JUE5JUU2JTg0JThGLlslRTQlQjglQUQlRTUlQUQlOTcuMTAyNCVFNSU4OCU4NiVFOCVCRSVBOCVFNyU4RSU4N10vWyVFNyU5NCVCNSVFNSVCRCVCMSVFNSVBNCVBOSVFNSVBMCU4Mnd3dy5keTIwMTguY29tXSVFNSU4MSU4NyVFNSVBNiU4MiVFNyU4OCVCMSVFNiU5QyU4OSVFNSVBNCVBOSVFNiU4NCU4RkhEJUU0JUI4JUFEJUU1JUFEJTk3LnJtdmJaWg==""",ftp://dygod1:dygod1@d080.dygod.org:1006/假如爱有天意.[中字.1024分辨率]/[电影天堂www.dy2018.com]假如爱有天意HD中字.rmvb,假如爱有天意
"""thunder://QUFmdHA6Ly9iOmJAZHouZGwxMjM0LmNvbTo3MjE2LyVFNyU4OSVBRiVFNSVCMiVBRCVFOCVBMSU5NyVFNSVCMCU5MSVFNSVCOSVCNCVFNiU5RCU4MCVFNCVCQSVCQSVFNCVCQSU4QiVFNCVCQiVCNkJEJUU1JTlCJUJEJUU4JUFGJUFEJUU0JUI4JUFEJUU1JUFEJTk3WyVFNyU5NCVCNSVFNSVCRCVCMSVFNSVBNCVBOSVFNSVBMCU4Mnd3dy5keTIwMTguY29tXS5ta3ZaWg==""",ftp://b:b@dz.dl1234.com:7216/牯岭街少年杀人事件BD国语中字[电影天堂www.dy2018.com].mkv,牯岭街少年杀人事件
"""thunder://QUFmdHA6Ly9oOmhAZHouZGwxMjM0LmNvbTozNjkwLyVFOCVCNiU4NSVFOCU4MyVCRCVFOSU5OSU4NiVFNiU4OCU5OCVFOSU5OCU5RkJEJUU0JUI4JUFEJUU4JThCJUIxJUU1JThGJThDJUU1JUFEJTk3JUU0JUJGJUFFJUU1JUE0JThEWyVFNyU5NCVCNSVFNSVCRCVCMSVFNSVBNCVBOSVFNSVBMCU4Mnd3dy5keTIwMTguY29tXS5ybXZiWlo=""",ftp://h:h@dz.dl1234.com:3690/超能陆战队BD中英双字修复[电影天堂www.dy2018.com].rmvb,超能陆战队
"""thunder://QUFmdHA6Ly83OjdAZHguZGwxMjM0LmNvbToyNzY4LyVFOCVCNiU4NSVFOCU4MyVCRCVFOSU5OSU4NiVFNiU4OCU5OCVFOSU5OCU5RkJEJUU1JTlCJUJEJUU3JUIyJUE0JUU4JThCJUIxJUU1JThGJUIwNCVFOCVBRiVBRCVFNSU4RiU4QyVFNSVBRCU5N1slRTclOTQlQjUlRTUlQkQlQjElRTUlQTQlQTklRTUlQTAlODJ3d3cuZHkyMDE4LmNvbV0ubWt2Wlo=""",ftp://7:7@dx.dl1234.com:2768/超能陆战队BD国粤英台4语双字[电影天堂www.dy2018.com].mkv,超能陆战队
"""thunder://QUFmdHA6Ly9keWdvZDE6ZHlnb2QxQGQxMjEuZHlnb2QuY29tOjEzMDYvJUU4JThEJTkyJUU1JUIyJTlCJUU0JUJEJTk5JUU3JTk0JTlGLlslRTQlQjglQUQlRTglOEIlQjElRTUlOEYlOEMlRTUlQUQlOTcuMTAyNCVFNSU4OCU4NiVFOCVCRSVBOCVFNyU4RSU4N10vWyVFNyU5NCVCNSVFNSVCRCVCMSVFNSVBNCVBOSVFNSVBMCU4Mnd3dy5keWdvZC5jbl0lRTglOEQlOTIlRTUlQjIlOUIlRTQlQkQlOTklRTclOTQlOUYucm12Ylpa""",ftp://dygod1:dygod1@d121.dygod.com:1306/荒岛余生.[中英双字.1024分辨率]/[电影天堂www.dygod.cn]荒岛余生.rmvb,荒岛余生
"""thunder://QUFmdHA6Ly9keWdvZDE6ZHlnb2QxQGQwNjguZHlnb2Qub3JnOjEyMTcvWyVFNyU5NCVCNSVFNSVCRCVCMSVFNSVBNCVBOSVFNSVBMCU4Mi13d3cuZHkyMDE4Lm5ldF0uJUU2JTk3JUEwJUU2JTk1JThDJUU3JUEwJUI0JUU1JTlEJThGJUU3JThFJThCLjcyMHAuQkQlRTQlQjglQUQlRTglOEIlQjElRTUlOEYlOEMlRTUlQUQlOTclRTUlQjklOTUucm12Ylpa""",ftp://dygod1:dygod1@d068.dygod.org:1217/[电影天堂-www.dy2018.net].无敌破坏王.720p.BD中英双字幕.rmvb,无敌破坏王
"""thunder://QUFmdHA6Ly9keWdvZDE6ZHlnb2QxQGQyMDQuZHlnb2QuY246MzEwOC8lRTglQTclOTIlRTYlOTYlOTclRTUlQTMlQUIuWyVFNCVCOCVBRCVFOCU4QiVCMSVFNSU4RiU4QyVFNSVBRCU5Ny4xMDI0JUU1JTg4JTg2JUU4JUJFJUE4JUU3JThFJTg3XS9bJUU3JTk0JUI1JUU1JUJEJUIxJUU1JUE0JUE5JUU1JUEwJTgyd3d3LmR5Z29kLmNuXSVFOCVBNyU5MiVFNiU5NiU5NyVFNSVBMyVBQi5bJUU0JUI4JUFEJUU4JThCJUIxJUU1JThGJThDJUU1JUFEJTk3LjEwMjQlRTUlODglODYlRTglQkUlQTglRTclOEUlODddY2QxLnJtdmJaWg==""",ftp://dygod1:dygod1@d204.dygod.cn:3108/角斗士.[中英双字.1024分辨率]/[电影天堂www.dygod.cn]角斗士.[中英双字.1024分辨率]cd1.rmvb,角斗士
"""thunder://QUFmdHA6Ly9keWdvZDM6ZHlnb2QzQGQwOTAuZHlnb2QuY246MjE1My9bJUU3JTk0JUI1JUU1JUJEJUIxJUU1JUE0JUE5JUU1JUEwJTgyd3d3LmR5Z29kLmNuXSVFNSVBNCVBOSVFNSVBNCVBOSVFNSU5MCU5MSVFNCVCOCU4QTIwMDkwODA3JUU2JTlDJTlGKCVFOCVBNyU5MiVFNiU5NiU5NyVFNSVBMyVBQiVFMyU4MCU4MSVFNCVCOCVBRCVFNSU5QiVCRCVFNSVCMCU4RiVFNyVBNyU5MSVFNSVBRCVBNiVFNSVBRSVCNikucm12Ylpa""",ftp://dygod3:dygod3@d090.dygod.cn:2153/[电影天堂www.dygod.cn]天天向上20090807期(角斗士、中国小科学家).rmvb,角斗士
"""thunder://QUFodHRwOi8vMTIyLjIyNS4xMDAuMTg0OjMwMDgvJUU4JUE3JTkyJUU2JTk2JTk3JUU1JUEzJUFCJUU1JUFGJUI5JUU1JTg2JUIzLmV4ZVpa""",http://122.225.100.184:3008/角斗士对决.exe,角斗士
"""thunder://QUFmdHA6Ly9pOmlAZDMuZGwxMjM0LmNvbToyOTE4LyVFOCVBNyU5MiVFNiU5NiU5NyVFNSVBMyVBQkJEJUU1JTlCJUJEJUU4JThCJUIxJUU1JThGJThDJUU4JUFGJUFEJUU1JThGJThDJUU1JUFEJTk3JUU1JThBJUEwJUU5JTk1JUJGJUU3JTg5JTg4WyVFNyU5NCVCNSVFNSVCRCVCMSVFNSVBNCVBOSVFNSVBMCU4Mnd3dy5keTIwMTguY29tXS5ta3ZaWg==""",ftp://i:i@d3.dl1234.com:2918/角斗士BD国英双语双字加长版[电影天堂www.dy2018.com].mkv,角斗士
"""thunder://QUFodHRwOi8vMTIyLjIyNS4xMDAuMTg0OjMwMTEvJUU4JUE3JTkyJUU2JTk2JTk3JUU1JUEzJUFCJUU1JUFGJUI5JUU1JTg2JUIzJUU0JUI4JUFEJUU2JTk2JTg3JUU3JTg5JTg4LmV4ZVpa""",http://122.225.100.184:3011/角斗士对决中文版.exe,角斗士
"""thunder://QUFmdHA6Ly9keWdvZDE6ZHlnb2QxQGQzMjIuZHlnb2Qub3JnOjMwMjUvJUU1JTlCJUJEJUU3JThFJThCJUU3JTlBJTg0JUU2JUJDJTk0JUU4JUFFJUIyLlslRTQlQjglQUQlRTglOEIlQjElRTUlOEYlOEMlRTUlQUQlOTcuMTAyNCVFNSU4OCU4NiVFOCVCRSVBOCVFNyU4RSU4N10vWyVFNyU5NCVCNSVFNSVCRCVCMSVFNSVBNCVBOSVFNSVBMCU4Mnd3dy5keTIwMTgubmV0XSVFNSU5QiVCRCVFNyU4RSU4QiVFNyU5QSU4NCVFNiVCQyU5NCVFOCVBRSVCMkJEJUU0JUI4JUFEJUU4JThCJUIxJUU1JThGJThDJUU1JUFEJTk3LnJtdmJaWg==""",ftp://dygod1:dygod1@d322.dygod.org:3025/国王的演讲.[中英双字.1024分辨率]/[电影天堂www.dy2018.net]国王的演讲BD中英双字.rmvb,国王的演讲
